Hospital_ID,Hospital_Name,Date,Total_Beds,Occupied_Beds,Available_Beds,Total_Admissions,Total_Discharges,Emergency_Admissions,Outpatient_Visits
H004,HealthFirst Medical Institute,2025-04-05,290,237,53,20,10.0,13.0,60.0
H004,HealthFirst Medical Institute,2025-09-12,290,176,114,17,19.0,11.0,112.0
H001,MedCare General Hospital,2025-07-23,477,354,123,19,21.0,7.0,136.0
H005,PrimeCare Hospital,2025-11-13,275,126,149,22,20.0,12.0,189.0
H001,MedCare General Hospital,2025-05-01,477,386,91,17,34.0,12.0,136.0
H001,MedCare General Hospital,2025-10-11,477,396,81,25,36.0,10.0,140.0
H002,CityCare Medical Center,2025-07-30,207,126,81,17,26.0,6.0,112.0
H005,PrimeCare Hospital,2025-01-09,275,178,97,28,16.0,12.0,101.0
H005,PrimeCare Hospital,2025-05-22,275,216,59,25,21.0,14.0,161.0
H005,PrimeCare Hospital,2025-01-31,275,182,93,28,32.0,4.0,77.0
H001,MedCare General Hospital,2025-10-03,477,331,146,19,19.0,13.0,193.0
H003,LifeLine Hospital,2025-11-15,162,114,48,18,29.0,12.0,158.0
H004,HealthFirst Medical Institute,2025-03-20,290,187,103,19,18.0,6.0,104.0
H001,MedCare General Hospital,2025-12-27,477,452,25,24,11.0,6.0,47.0
H003,LifeLine Hospital,2025-07-06,162,120,42,17,30.0,8.0,112.0
H005,PrimeCare Hospital,2025-05-08,275,226,49,7,35.0,7.0,108.0
H007,Unity Wellness Hospital,2025-11-08,221,190,31,24,11.0,7.0,142.0
H002,CityCare Medical Center,2025-09-22,207,160,47,19,23.0,6.0,84.0
H005,PrimeCare Hospital,2025-06-16,275,188,87,29,38.0,10.0,58.0
H003,LifeLine Hospital,2025-06-01,162,133,29,24,28.0,7.0,155.0
H001,MedCare General Hospital,2025-10-14,477,361,116,31,19.0,12.0,113.0
H005,PrimeCare Hospital,2025-05-20,275,269,6,27,37.0,5.0,203.0
H003,LifeLine Hospital,2025-03-02,162,126,36,18,28.0,17.0,96.0
H003,LifeLine Hospital,2025-09-18,162,121,41,35,31.0,12.0,133.0
H007,Unity Wellness Hospital,2025-08-23,221,184,37,24,21.0,10.0,155.0
H002,CityCare Medical Center,2025-02-28,207,136,71,23,3.0,5.0,112.0
H006,Sunrise Community Hospital,2025-10-23,264,227,37,19,14.0,5.0,127.0
H007,Unity Wellness Hospital,2025-05-21,221,198,23,22,37.0,10.0,35.0
H005,PrimeCare Hospital,2025-08-01,275,219,56,27,20.0,3.0,155.0
H003,LifeLine Hospital,2025-07-20,162,111,51,30,28.0,9.0,148.0
H001,MedCare General Hospital,2025-03-07,477,273,204,34,28.0,12.0,145.0
H005,PrimeCare Hospital,2025-09-30,275,269,6,13,37.0,12.0,107.0
H005,PrimeCare Hospital,2025-04-17,275,191,84,30,21.0,11.0,128.0
H006,Sunrise Community Hospital,2025-09-20,264,195,69,12,36.0,7.0,93.0
H004,HealthFirst Medical Institute,2025-03-21,290,186,104,26,16.0,10.0,170.0
H001,MedCare General Hospital,2025-08-19,477,286,191,7,13.0,6.0,185.0
H005,PrimeCare Hospital,2025-07-19,275,231,44,40,22.0,10.0,161.0
H003,LifeLine Hospital,2025-12-10,162,87,75,35,20.0,7.0,183.0
H004,HealthFirst Medical Institute,2025-06-02,290,242,48,19,17.0,9.0,134.0
H003,LifeLine Hospital,2025-09-14,162,137,25,7,32.0,7.0,101.0
H007,Unity Wellness Hospital,2025-04-02,221,174,47,18,21.0,15.0,181.0
H003,LifeLine Hospital,2025-03-22,162,102,60,26,25.0,10.0,79.0
H003,LifeLine Hospital,2025-03-29,162,112,50,31,33.0,9.0,104.0
H004,HealthFirst Medical Institute,2025-07-17,290,195,95,14,28.0,8.0,71.0
H002,CityCare Medical Center,2025-01-10,207,121,86,23,30.0,7.0,172.0
H007,Unity Wellness Hospital,2025-11-29,221,164,57,38,36.0,2.0,123.0
H005,PrimeCare Hospital,2025-05-28,275,263,12,12,23.0,3.0,210.0
H005,PrimeCare Hospital,2025-05-12,275,267,8,24,24.0,17.0,104.0
H001,MedCare General Hospital,2025-10-25,477,396,81,13,11.0,1.0,170.0
H002,CityCare Medical Center,2025-08-22,207,186,21,29,22.0,9.0,81.0
H005,PrimeCare Hospital,2025-04-01,275,198,77,27,18.0,12.0,122.0
H001,MedCare General Hospital,2025-04-10,477,374,103,16,16.0,8.0,64.0
H004,HealthFirst Medical Institute,2025-08-30,290,197,93,27,23.0,11.0,120.0
H003,LifeLine Hospital,2025-08-03,162,136,26,29,21.0,9.0,116.0
H004,HealthFirst Medical Institute,2025-07-26,290,199,91,35,14.0,10.0,176.0
H002,CityCare Medical Center,2025-06-14,207,129,78,22,24.0,3.0,156.0
H007,Unity Wellness Hospital,2025-05-04,221,159,62,26,28.0,8.0,92.0
H007,Unity Wellness Hospital,2025-12-28,221,148,73,28,28.0,5.0,109.0
H004,HealthFirst Medical Institute,2025-06-26,290,200,90,42,8.0,2.0,60.0
H002,CityCare Medical Center,2025-09-29,207,173,34,29,21.0,4.0,88.0
H007,Unity Wellness Hospital,2025-03-08,221,215,6,22,21.0,7.0,94.0
H001,MedCare General Hospital,2025-07-05,477,256,221,20,36.0,10.0,117.0
H005,PrimeCare Hospital,2025-01-02,275,97,178,33,15.0,14.0,81.0
H003,LifeLine Hospital,2025-11-04,162,78,84,22,16.0,9.0,189.0
H007,Unity Wellness Hospital,2025-05-20,221,178,43,34,25.0,8.0,159.0
H006,Sunrise Community Hospital,2025-09-25,264,149,115,17,17.0,6.0,109.0
H006,Sunrise Community Hospital,2025-02-16,264,205,59,30,20.0,11.0,132.0
H004,HealthFirst Medical Institute,2025-07-08,290,185,105,14,27.0,14.0,110.0
H002,CityCare Medical Center,2025-05-27,207,162,45,3,26.0,3.0,156.0
H006,Sunrise Community Hospital,2025-06-10,264,173,91,18,29.0,8.0,141.0
H004,HealthFirst Medical Institute,2025-04-12,290,174,116,37,27.0,16.0,183.0
H005,PrimeCare Hospital,2025-01-08,275,207,68,24,24.0,2.0,168.0
H006,Sunrise Community Hospital,2025-11-12,264,172,92,29,34.0,7.0,143.0
H002,CityCare Medical Center,2025-08-31,207,160,47,22,16.0,9.0,111.0
H004,HealthFirst Medical Institute,2025-01-09,290,155,135,29,14.0,11.0,59.0
H005,PrimeCare Hospital,2025-06-04,275,229,46,30,17.0,6.0,37.0
H001,MedCare General Hospital,2025-06-01,477,467,10,28,17.0,9.0,148.0
H005,PrimeCare Hospital,2025-07-01,275,183,92,29,15.0,2.0,133.0
H006,Sunrise Community Hospital,2025-04-02,264,236,28,13,26.0,2.0,165.0
H006,Sunrise Community Hospital,2025-01-26,264,164,100,38,13.0,7.0,128.0
H006,Sunrise Community Hospital,2025-06-02,264,155,109,23,26.0,7.0,75.0
H004,HealthFirst Medical Institute,2025-12-29,290,172,118,33,30.0,13.0,119.0
H007,Unity Wellness Hospital,2025-10-11,221,114,107,22,29.0,11.0,146.0
H001,MedCare General Hospital,2025-01-24,477,360,117,24,33.0,4.0,150.0
H001,MedCare General Hospital,2025-06-08,477,368,109,26,13.0,10.0,76.0
H005,PrimeCare Hospital,2025-05-11,275,151,124,32,12.0,7.0,174.0
H001,MedCare General Hospital,2025-11-28,477,326,151,26,15.0,14.0,165.0
H007,Unity Wellness Hospital,2025-09-05,221,210,11,28,12.0,7.0,83.0
H007,Unity Wellness Hospital,2025-09-18,221,183,38,14,30.0,14.0,52.0
H005,PrimeCare Hospital,2025-12-14,275,211,64,25,30.0,14.0,119.0
H002,CityCare Medical Center,2025-03-21,207,140,67,19,22.0,11.0,94.0
H007,Unity Wellness Hospital,2025-11-21,221,130,91,27,10.0,10.0,150.0
H005,PrimeCare Hospital,2025-02-24,275,162,113,25,35.0,6.0,90.0
H006,Sunrise Community Hospital,2025-09-11,264,111,153,34,21.0,13.0,148.0
H002,CityCare Medical Center,2025-10-05,207,178,29,15,36.0,15.0,149.0
H004,HealthFirst Medical Institute,2025-08-03,290,195,95,12,27.0,5.0,143.0
H001,MedCare General Hospital,2025-11-08,477,364,113,32,35.0,5.0,109.0
H001,MedCare General Hospital,2025-12-18,477,422,55,23,36.0,12.0,172.0
H002,CityCare Medical Center,2025-07-03,207,159,48,28,28.0,9.0,18.0
H006,Sunrise Community Hospital,2025-07-21,264,200,64,16,21.0,5.0,77.0
H004,HealthFirst Medical Institute,2025-11-06,290,280,10,11,24.0,6.0,165.0
H004,HealthFirst Medical Institute,2025-04-03,290,224,66,34,33.0,2.0,209.0
H001,MedCare General Hospital,2025-11-03,477,351,126,10,22.0,10.0,101.0
H001,MedCare General Hospital,2025-10-15,477,359,118,23,27.0,15.0,149.0
H002,CityCare Medical Center,2025-11-26,207,146,61,24,15.0,9.0,91.0
H003,LifeLine Hospital,2025-10-12,162,93,69,23,11.0,11.0,128.0
H002,CityCare Medical Center,2025-09-23,207,169,38,22,21.0,0.0,78.0
H006,Sunrise Community Hospital,2025-09-29,264,225,39,23,28.0,3.0,142.0
H006,Sunrise Community Hospital,2025-03-24,264,175,89,18,13.0,13.0,107.0
H005,PrimeCare Hospital,2025-08-13,275,207,68,32,17.0,6.0,144.0
H005,PrimeCare Hospital,2025-10-11,275,216,59,30,28.0,9.0,87.0
H005,PrimeCare Hospital,2025-01-03,275,183,92,18,8.0,9.0,75.0
H004,HealthFirst Medical Institute,2025-08-31,290,213,77,20,9.0,5.0,92.0
H003,LifeLine Hospital,2025-06-08,162,90,72,26,29.0,11.0,42.0
H005,PrimeCare Hospital,2025-08-04,275,191,84,14,30.0,5.0,129.0
H003,LifeLine Hospital,2025-05-17,162,129,33,15,25.0,12.0,138.0
H004,HealthFirst Medical Institute,2025-12-20,290,232,58,21,18.0,5.0,147.0
H003,LifeLine Hospital,2025-07-16,162,86,76,20,30.0,10.0,92.0
H004,HealthFirst Medical Institute,2025-10-08,290,177,113,29,21.0,6.0,54.0
H006,Sunrise Community Hospital,2025-08-16,264,191,73,32,22.0,11.0,150.0
H001,MedCare General Hospital,2025-01-14,477,421,56,24,26.0,13.0,94.0
H003,LifeLine Hospital,2025-10-31,162,135,27,20,17.0,8.0,74.0
H005,PrimeCare Hospital,2025-08-17,275,171,104,36,13.0,8.0,127.0
H002,CityCare Medical Center,2025-05-30,207,149,58,13,23.0,7.0,224.0
H002,CityCare Medical Center,2025-02-14,207,176,31,25,21.0,8.0,126.0
H006,Sunrise Community Hospital,2025-09-26,264,167,97,18,33.0,13.0,157.0
H001,MedCare General Hospital,2025-11-10,477,327,150,25,11.0,11.0,98.0
H006,Sunrise Community Hospital,2025-05-26,264,169,95,23,18.0,11.0,97.0
H005,PrimeCare Hospital,2025-09-19,275,235,40,13,3.0,13.0,89.0
H005,PrimeCare Hospital,2025-09-22,275,171,104,30,33.0,7.0,160.0
H003,LifeLine Hospital,2025-08-11,162,91,71,30,27.0,11.0,80.0
H005,PrimeCare Hospital,2025-09-07,275,261,14,25,20.0,13.0,107.0
H002,CityCare Medical Center,2025-01-18,207,192,15,42,28.0,11.0,47.0
H007,Unity Wellness Hospital,2025-04-16,221,196,25,34,13.0,9.0,70.0
H005,PrimeCare Hospital,2025-09-08,275,154,121,19,24.0,11.0,157.0
H003,LifeLine Hospital,2025-03-24,162,131,31,27,26.0,5.0,80.0
H003,LifeLine Hospital,2025-07-31,162,114,48,36,31.0,7.0,118.0
H003,LifeLine Hospital,2025-12-05,162,96,66,28,19.0,2.0,106.0
H004,HealthFirst Medical Institute,2025-01-06,290,233,57,29,12.0,9.0,100.0
H001,MedCare General Hospital,2025-09-21,477,268,209,16,19.0,7.0,112.0
H007,Unity Wellness Hospital,2025-02-01,221,109,112,29,22.0,6.0,66.0
H007,Unity Wellness Hospital,2025-01-29,221,172,49,27,25.0,8.0,96.0
H003,LifeLine Hospital,2025-05-07,162,157,5,12,31.0,12.0,88.0
H002,CityCare Medical Center,2025-02-20,207,141,66,29,22.0,13.0,101.0
H001,MedCare General Hospital,2025-08-11,477,332,145,26,27.0,12.0,126.0
H001,MedCare General Hospital,2025-12-25,477,236,241,25,29.0,8.0,128.0
H005,PrimeCare Hospital,2025-09-18,275,185,90,18,27.0,18.0,144.0
H003,LifeLine Hospital,2025-07-30,162,97,65,13,28.0,11.0,143.0
H001,MedCare General Hospital,2025-01-09,477,385,92,26,21.0,8.0,60.0
H003,LifeLine Hospital,2025-12-26,162,112,50,14,26.0,14.0,63.0
H001,MedCare General Hospital,2025-11-13,477,354,123,34,24.0,4.0,137.0
H001,MedCare General Hospital,2025-11-01,477,413,64,29,16.0,8.0,105.0
H002,CityCare Medical Center,2025-03-04,207,134,73,25,14.0,15.0,61.0
H001,MedCare General Hospital,2025-04-16,477,240,237,11,26.0,9.0,83.0
H005,PrimeCare Hospital,2025-04-20,275,246,29,17,18.0,9.0,106.0
H001,MedCare General Hospital,2025-05-02,477,450,27,18,9.0,4.0,179.0
H003,LifeLine Hospital,2025-07-01,162,110,52,16,19.0,10.0,146.0
H006,Sunrise Community Hospital,2025-11-27,264,196,68,12,27.0,7.0,122.0
H003,LifeLine Hospital,2025-05-20,162,117,45,24,16.0,2.0,97.0
H004,HealthFirst Medical Institute,2025-10-22,290,246,44,10,21.0,10.0,148.0
H006,Sunrise Community Hospital,2025-02-13,264,160,104,25,27.0,14.0,121.0
H004,HealthFirst Medical Institute,2025-07-20,290,230,60,33,22.0,5.0,131.0
H001,MedCare General Hospital,2025-04-26,477,216,261,26,12.0,12.0,165.0
H005,PrimeCare Hospital,2025-04-03,275,241,34,30,28.0,4.0,178.0
H003,LifeLine Hospital,2025-01-15,162,135,27,38,9.0,2.0,95.0
H005,PrimeCare Hospital,2025-03-15,275,219,56,16,23.0,7.0,118.0
H005,PrimeCare Hospital,2025-07-02,275,218,57,30,16.0,5.0,99.0
H007,Unity Wellness Hospital,2025-07-26,221,123,98,22,21.0,0.0,145.0
H003,LifeLine Hospital,2025-10-09,162,94,68,30,22.0,9.0,103.0
H005,PrimeCare Hospital,2025-04-02,275,202,73,17,12.0,17.0,68.0
H002,CityCare Medical Center,2025-11-04,207,120,87,11,13.0,1.0,91.0
H007,Unity Wellness Hospital,2025-06-28,221,174,47,17,19.0,12.0,122.0
H007,Unity Wellness Hospital,2025-03-31,221,140,81,25,23.0,5.0,111.0
H006,Sunrise Community Hospital,2025-02-11,264,234,30,22,30.0,6.0,140.0
H001,MedCare General Hospital,2025-11-06,477,370,107,17,30.0,10.0,169.0
H002,CityCare Medical Center,2025-08-15,207,192,15,32,33.0,8.0,75.0
H002,CityCare Medical Center,2025-04-08,207,141,66,39,27.0,9.0,146.0
H004,HealthFirst Medical Institute,2025-10-28,290,209,81,27,36.0,13.0,41.0
H001,MedCare General Hospital,2025-02-15,477,405,72,25,18.0,4.0,147.0
H004,HealthFirst Medical Institute,2025-07-03,290,141,149,24,18.0,2.0,83.0
H003,LifeLine Hospital,2025-10-02,162,115,47,19,11.0,8.0,211.0
H002,CityCare Medical Center,2025-07-07,207,164,43,18,18.0,12.0,130.0
H001,MedCare General Hospital,2025-03-29,477,347,130,38,10.0,3.0,117.0
H002,CityCare Medical Center,2025-11-22,207,137,70,14,19.0,8.0,2.0
H005,PrimeCare Hospital,2025-11-17,275,194,81,26,25.0,5.0,103.0
H005,PrimeCare Hospital,2025-01-13,275,172,103,30,19.0,13.0,161.0
H007,Unity Wellness Hospital,2025-10-14,221,157,64,43,21.0,6.0,104.0
H005,PrimeCare Hospital,2025-08-31,275,198,77,29,27.0,9.0,102.0
H004,HealthFirst Medical Institute,2025-05-09,290,172,118,31,28.0,5.0,106.0
H003,LifeLine Hospital,2025-03-12,162,99,63,24,27.0,9.0,65.0
H006,Sunrise Community Hospital,2025-10-22,264,205,59,28,26.0,12.0,134.0
H001,MedCare General Hospital,2025-10-28,477,387,90,20,23.0,5.0,113.0
H007,Unity Wellness Hospital,2025-01-07,221,96,125,27,28.0,7.0,157.0
H002,CityCare Medical Center,2025-06-28,207,96,111,30,19.0,12.0,124.0
H007,Unity Wellness Hospital,2025-01-15,221,173,48,12,31.0,12.0,124.0
H007,Unity Wellness Hospital,2025-03-28,221,171,50,24,12.0,3.0,111.0
H002,CityCare Medical Center,2025-05-10,207,175,32,43,12.0,5.0,132.0
H002,CityCare Medical Center,2025-01-01,207,160,47,16,23.0,14.0,120.0
H007,Unity Wellness Hospital,2025-05-10,221,182,39,11,19.0,11.0,115.0
H007,Unity Wellness Hospital,2025-06-12,221,160,61,31,24.0,2.0,117.0
H001,MedCare General Hospital,2025-10-01,477,334,143,24,20.0,5.0,84.0
H003,LifeLine Hospital,2025-02-28,162,124,38,34,4.0,6.0,103.0
H001,MedCare General Hospital,2025-03-13,477,286,191,24,26.0,7.0,86.0
H005,PrimeCare Hospital,2025-02-21,275,206,69,35,17.0,8.0,111.0
H007,Unity Wellness Hospital,2025-02-22,221,185,36,24,28.0,11.0,140.0
H001,MedCare General Hospital,2025-03-05,477,344,133,30,26.0,7.0,114.0
H002,CityCare Medical Center,2025-01-30,207,163,44,1,25.0,1.0,119.0
H003,LifeLine Hospital,2025-12-24,162,104,58,24,26.0,13.0,117.0
H001,MedCare General Hospital,2025-12-10,477,338,139,27,29.0,9.0,102.0
H004,HealthFirst Medical Institute,2025-12-18,290,172,118,38,29.0,9.0,94.0
H004,HealthFirst Medical Institute,2025-12-24,290,277,13,25,34.0,10.0,114.0
H002,CityCare Medical Center,2025-05-16,207,163,44,32,19.0,7.0,76.0
H005,PrimeCare Hospital,2025-10-28,275,171,104,15,29.0,10.0,136.0
H003,LifeLine Hospital,2025-10-21,162,126,36,38,11.0,6.0,152.0
H002,CityCare Medical Center,2025-11-09,207,135,72,18,30.0,9.0,125.0
H003,LifeLine Hospital,2025-12-21,162,117,45,15,23.0,12.0,112.0
H006,Sunrise Community Hospital,2025-06-12,264,194,70,27,13.0,12.0,43.0
H007,Unity Wellness Hospital,2025-07-27,221,178,43,25,44.0,12.0,188.0
H005,PrimeCare Hospital,2025-05-29,275,191,84,23,31.0,3.0,158.0
H004,HealthFirst Medical Institute,2025-12-27,290,184,106,16,23.0,8.0,150.0
H001,MedCare General Hospital,2025-09-30,477,342,135,29,16.0,9.0,167.0
H004,HealthFirst Medical Institute,2025-06-24,290,211,79,21,14.0,14.0,91.0
H001,MedCare General Hospital,2025-07-25,477,368,109,25,28.0,9.0,79.0
H003,LifeLine Hospital,2025-01-04,162,92,70,30,22.0,11.0,133.0
H001,MedCare General Hospital,2025-06-02,477,310,167,25,23.0,19.0,165.0
H003,LifeLine Hospital,2025-07-22,162,145,17,22,20.0,6.0,148.0
H002,CityCare Medical Center,2025-07-12,207,140,67,18,20.0,3.0,127.0
H006,Sunrise Community Hospital,2025-09-23,264,204,60,18,33.0,12.0,80.0
H002,CityCare Medical Center,2025-01-13,207,155,52,18,20.0,10.0,119.0
H005,PrimeCare Hospital,2025-02-01,275,163,112,17,19.0,12.0,66.0
H002,CityCare Medical Center,2025-06-20,207,100,107,27,24.0,2.0,109.0
H004,HealthFirst Medical Institute,2025-06-15,290,201,89,13,33.0,12.0,42.0
H007,Unity Wellness Hospital,2025-02-04,221,170,51,25,26.0,11.0,162.0
H003,LifeLine Hospital,2025-07-27,162,129,33,18,12.0,5.0,100.0
H001,MedCare General Hospital,2025-07-18,477,355,122,8,18.0,8.0,79.0
H002,CityCare Medical Center,2025-07-16,207,104,103,24,31.0,5.0,98.0
H002,CityCare Medical Center,2025-11-17,207,175,32,27,27.0,14.0,164.0
H005,PrimeCare Hospital,2025-11-03,275,185,90,20,31.0,7.0,148.0
H002,CityCare Medical Center,2025-08-14,207,178,29,31,36.0,10.0,82.0
H002,CityCare Medical Center,2025-06-04,207,93,114,20,33.0,9.0,100.0
H001,MedCare General Hospital,2025-11-05,477,341,136,39,20.0,15.0,95.0
H002,CityCare Medical Center,2025-08-28,207,178,29,21,33.0,7.0,45.0
H007,Unity Wellness Hospital,2025-01-24,221,150,71,22,35.0,10.0,136.0
H006,Sunrise Community Hospital,2025-06-29,264,239,25,29,24.0,14.0,150.0
H001,MedCare General Hospital,2025-03-01,477,303,174,32,30.0,10.0,145.0
H002,CityCare Medical Center,2025-08-07,207,194,13,23,24.0,11.0,171.0
H003,LifeLine Hospital,2025-12-27,162,108,54,25,15.0,15.0,159.0
H001,MedCare General Hospital,2025-07-27,477,433,44,15,25.0,3.0,161.0
H002,CityCare Medical Center,2025-05-07,207,185,22,20,27.0,9.0,138.0
H004,HealthFirst Medical Institute,2025-01-31,290,205,85,27,17.0,12.0,134.0
H003,LifeLine Hospital,2025-02-25,162,110,52,32,14.0,10.0,126.0
H004,HealthFirst Medical Institute,2025-09-22,290,257,33,37,21.0,15.0,169.0
H007,Unity Wellness Hospital,2025-10-29,221,145,76,31,9.0,7.0,118.0
H003,LifeLine Hospital,2025-03-04,162,102,60,40,30.0,9.0,95.0
H003,LifeLine Hospital,2025-04-12,162,112,50,29,18.0,7.0,123.0
H001,,2025-06-12,477,332,145,21,25.0,14.0,161.0
H004,HealthFirst Medical Institute,2025-10-09,290,215,75,24,22.0,6.0,127.0
H002,CityCare Medical Center,2025-06-11,207,156,51,28,26.0,9.0,187.0
H003,LifeLine Hospital,2025-06-11,162,122,40,15,11.0,3.0,146.0
H003,LifeLine Hospital,2025-12-17,162,93,69,21,24.0,11.0,85.0
H001,MedCare General Hospital,2025-09-14,477,351,126,23,31.0,11.0,88.0
H002,CityCare Medical Center,2025-05-22,207,160,47,17,16.0,11.0,103.0
H002,CityCare Medical Center,2025-01-22,207,118,89,28,23.0,7.0,225.0
H006,Sunrise Community Hospital,2025-12-20,264,192,72,28,28.0,8.0,106.0
H007,Unity Wellness Hospital,2025-04-09,221,158,63,19,27.0,6.0,64.0
H007,Unity Wellness Hospital,2025-02-03,221,172,49,28,32.0,8.0,158.0
H007,Unity Wellness Hospital,2025-12-15,221,148,73,26,24.0,7.0,92.0
H006,Sunrise Community Hospital,2025-06-14,264,133,131,6,22.0,6.0,172.0
H005,PrimeCare Hospital,2025-10-31,275,200,75,22,27.0,9.0,130.0
H001,MedCare General Hospital,2025-01-21,477,262,215,21,17.0,7.0,113.0
H007,Unity Wellness Hospital,2025-08-13,221,177,44,31,11.0,10.0,78.0
H002,CityCare Medical Center,2025-03-16,207,132,75,28,18.0,9.0,139.0
H004,HealthFirst Medical Institute,2025-02-21,290,203,87,25,22.0,13.0,97.0
H002,CityCare Medical Center,2025-01-17,207,160,47,12,14.0,4.0,125.0
H004,HealthFirst Medical Institute,2025-11-22,290,201,89,23,21.0,9.0,145.0
H007,Unity Wellness Hospital,2025-06-04,221,153,68,16,13.0,7.0,177.0
H002,CityCare Medical Center,2025-06-23,207,123,84,23,22.0,8.0,133.0
H004,HealthFirst Medical Institute,2025-04-24,290,242,48,34,21.0,17.0,124.0
H003,LifeLine Hospital,2025-09-28,162,108,54,21,21.0,1.0,149.0
H001,MedCare General Hospital,2025-03-25,477,300,177,37,33.0,9.0,122.0
H005,PrimeCare Hospital,2025-01-04,275,248,27,17,26.0,13.0,47.0
H004,HealthFirst Medical Institute,2025-06-18,290,233,57,43,31.0,6.0,115.0
H004,HealthFirst Medical Institute,2025-10-11,290,243,47,53,27.0,4.0,91.0
H003,LifeLine Hospital,2025-06-03,162,128,34,27,21.0,1.0,31.0
H004,HealthFirst Medical Institute,2025-07-14,290,177,113,18,5.0,7.0,133.0
H005,PrimeCare Hospital,2025-03-28,275,248,27,26,24.0,7.0,124.0
H006,Sunrise Community Hospital,2025-01-18,264,144,120,17,28.0,13.0,95.0
H003,LifeLine Hospital,2025-06-06,162,82,80,7,19.0,7.0,97.0
H001,MedCare General Hospital,2025-09-28,477,276,201,10,30.0,10.0,96.0
H006,Sunrise Community Hospital,2025-03-31,264,178,86,20,2.0,7.0,136.0
H004,HealthFirst Medical Institute,2025-04-20,290,217,73,28,21.0,18.0,107.0
H006,Sunrise Community Hospital,2025-10-20,264,149,115,31,27.0,10.0,105.0
H007,Unity Wellness Hospital,2025-12-22,221,185,36,31,24.0,7.0,136.0
H007,Unity Wellness Hospital,2025-12-29,221,189,32,35,24.0,6.0,127.0
H006,Sunrise Community Hospital,2025-10-07,264,177,87,26,23.0,1.0,129.0
H004,HealthFirst Medical Institute,2025-11-15,290,176,114,21,36.0,8.0,36.0
H002,CityCare Medical Center,2025-03-06,207,186,21,12,23.0,5.0,54.0
H006,Sunrise Community Hospital,2025-09-30,264,192,72,23,16.0,12.0,89.0
H007,Unity Wellness Hospital,2025-11-20,221,147,74,29,10.0,7.0,101.0
H007,Unity Wellness Hospital,2025-10-28,221,153,68,36,19.0,11.0,103.0
H002,CityCare Medical Center,2025-04-04,207,192,15,32,17.0,9.0,86.0
H004,HealthFirst Medical Institute,2025-11-14,290,262,28,29,24.0,6.0,129.0
H003,LifeLine Hospital,2025-07-17,162,59,103,29,7.0,4.0,6.0
H001,MedCare General Hospital,2025-03-20,477,292,185,28,38.0,3.0,167.0
H007,Unity Wellness Hospital,2025-10-31,221,151,70,22,36.0,10.0,150.0
H007,Unity Wellness Hospital,2025-11-04,221,155,66,27,23.0,14.0,157.0
H001,MedCare General Hospital,2025-02-02,477,287,190,31,17.0,13.0,158.0
H003,LifeLine Hospital,2025-06-26,162,119,43,32,16.0,11.0,149.0
H004,HealthFirst Medical Institute,2025-02-26,290,172,118,29,19.0,7.0,154.0
H005,PrimeCare Hospital,2025-07-11,275,245,30,33,21.0,9.0,130.0
H007,Unity Wellness Hospital,2025-04-25,221,194,27,1,16.0,1.0,87.0
H002,CityCare Medical Center,2025-01-16,207,166,41,22,26.0,13.0,115.0
H006,Sunrise Community Hospital,2025-10-31,264,198,66,20,22.0,13.0,88.0
H001,MedCare General Hospital,2025-08-15,477,361,116,28,27.0,15.0,110.0
H004,HealthFirst Medical Institute,2025-12-09,290,232,58,8,21.0,8.0,38.0
H004,HealthFirst Medical Institute,2025-06-10,290,211,79,32,14.0,8.0,122.0
H002,CityCare Medical Center,2025-12-17,207,156,51,18,17.0,6.0,77.0
H007,Unity Wellness Hospital,2025-01-26,221,164,57,20,14.0,4.0,182.0
H002,CityCare Medical Center,2025-11-18,207,160,47,35,23.0,11.0,210.0
H007,Unity Wellness Hospital,2025-01-01,221,140,81,33,26.0,12.0,93.0
H005,PrimeCare Hospital,2025-05-14,275,182,93,33,20.0,7.0,165.0
H001,MedCare General Hospital,2025-11-02,477,405,72,40,20.0,15.0,75.0
H001,MedCare General Hospital,2025-07-29,477,394,83,30,35.0,2.0,175.0
H007,Unity Wellness Hospital,2025-01-23,221,127,94,20,32.0,1.0,170.0
H007,,2025-03-17,221,183,38,26,17.0,11.0,101.0
H007,Unity Wellness Hospital,2025-12-19,221,152,69,31,30.0,8.0,126.0
H004,HealthFirst Medical Institute,2025-04-08,290,180,110,41,12.0,9.0,174.0
H006,Sunrise Community Hospital,2025-07-31,264,145,119,26,28.0,11.0,94.0
H004,HealthFirst Medical Institute,2025-06-23,290,176,114,24,22.0,8.0,121.0
H004,HealthFirst Medical Institute,2025-04-15,290,214,76,34,27.0,4.0,73.0
H005,PrimeCare Hospital,2025-05-19,275,237,38,24,31.0,15.0,91.0
H004,HealthFirst Medical Institute,2025-05-07,290,245,45,43,28.0,5.0,90.0
H003,LifeLine Hospital,2025-11-03,162,120,42,21,26.0,8.0,161.0
H001,MedCare General Hospital,2025-07-11,477,407,70,27,28.0,10.0,137.0
H007,Unity Wellness Hospital,2025-05-31,221,175,46,30,36.0,2.0,140.0
H004,HealthFirst Medical Institute,2025-02-09,290,284,6,25,46.0,6.0,67.0
H007,Unity Wellness Hospital,2025-11-28,221,168,53,27,7.0,12.0,132.0
H002,CityCare Medical Center,2025-04-29,207,155,52,29,27.0,10.0,66.0
H007,Unity Wellness Hospital,2025-09-14,221,167,54,29,23.0,5.0,113.0
